driver_id,archetype,driver_age,vehicle_value,annual_mileage,hard_braking_per_100mi,rapid_accel_per_100mi,speeding_pct,phone_distraction_min_hr,harsh_cornering_per_100mi,night_driving_pct,driving_score,risk_tier,traditional_premium,dynamic_ubi_premium,annual_savings,discount_pct,has_claim,claim_amount
DRV-1294,Safe Commuter,29,26073.0,10933.0,0.48,0.92,4.4,1.6,0.72,5.4,97.4,Elite Safe (Top 15%),1233.23,880.05,353.18,28.6,0,0.0
DRV-1295,Safe Commuter,28,39382.0,11370.0,0.45,0.56,3.8,0.6,0.69,6.7,98.4,Elite Safe (Top 15%),1612.37,1151.29,461.08,28.6,0,0.0
DRV-1296,Safe Commuter,52,18220.0,13258.0,0.8,0.6,2.1,1.0,0.7,4.9,99.7,Elite Safe (Top 15%),976.96,718.85,258.11,26.4,0,0.0
DRV-1297,Aggressive Speedster,32,37218.0,16994.0,7.09,6.13,28.9,4.6,3.97,31.8,35.4,High Risk (Non-Standard),1554.21,2075.19,-520.98,-33.5,0,0.0
DRV-1298,Safe Commuter,47,27588.0,9942.0,0.87,0.62,1.2,1.6,0.85,4.0,98.8,Elite Safe (Top 15%),1279.35,880.56,398.79,31.2,0,0.0
DRV-1299,Safe Commuter,59,23697.0,13987.0,0.59,0.78,2.4,0.3,0.77,4.9,99.7,Elite Safe (Top 15%),1158.97,866.56,292.41,25.2,0,0.0
DRV-1300,Safe Commuter,62,34747.0,12192.0,0.82,1.25,2.3,0.7,0.34,5.3,99.0,Elite Safe (Top 15%),1486.33,1075.24,411.09,27.7,0,0.0
DRV-1301,Low-Mileage Weekend Driver,48,24700.0,6038.0,1.58,1.7,5.8,2.3,1.15,4.3,91.1,Elite Safe (Top 15%),1190.62,832.46,358.16,30.1,0,0.0
DRV-1302,Low-Mileage Weekend Driver,53,36620.0,4801.0,1.62,1.16,2.5,0.9,1.13,6.5,95.6,Elite Safe (Top 15%),1537.93,1029.8,508.13,33.0,0,0.0
DRV-1303,Safe Commuter,35,30276.0,13337.0,0.72,0.67,1.2,1.6,0.31,3.0,98.9,Elite Safe (Top 15%),1359.05,1009.85,349.2,25.7,0,0.0
DRV-1304,Aggressive Speedster,26,19740.0,15146.0,7.95,4.63,23.9,6.0,6.46,20.3,34.2,High Risk (Non-Standard),1029.19,1322.33,-293.14,-28.5,0,0.0
DRV-1305,Safe Commuter,38,30871.0,11881.0,0.47,1.11,3.7,0.4,0.55,4.1,99.2,Elite Safe (Top 15%),1376.35,986.66,389.69,28.3,0,0.0
DRV-1306,Safe Commuter,62,36801.0,9997.0,0.71,0.41,2.1,1.5,0.35,5.4,98.6,Elite Safe (Top 15%),1542.87,1064.35,478.52,31.0,0,0.0
DRV-1307,Night Shift Worker,46,31678.0,12560.0,1.36,1.6,5.5,1.6,1.05,63.5,86.0,Low Risk (Preferred),1399.63,1153.2,246.43,17.6,0,0.0
DRV-1308,Low-Mileage Weekend Driver,59,45546.0,6608.0,2.19,1.01,5.6,1.4,0.69,8.7,90.8,Elite Safe (Top 15%),1772.2,1252.1,520.1,29.3,0,0.0
DRV-1309,Safe Commuter,36,37210.0,10056.0,0.32,0.85,1.4,1.3,0.83,3.9,99.4,Elite Safe (Top 15%),1553.99,1065.29,488.7,31.4,0,0.0
DRV-1310,Night Shift Worker,27,32232.0,14310.0,2.25,1.02,7.4,2.3,1.46,51.4,80.1,Low Risk (Preferred),1415.49,1279.52,135.97,9.6,0,0.0
DRV-1311,Night Shift Worker,24,21147.0,12506.0,2.26,1.79,5.3,2.7,1.16,59.9,79.9,Low Risk (Preferred),1453.0,1259.9,193.1,13.3,0,0.0
DRV-1312,Safe Commuter,35,30293.0,12924.0,0.85,0.95,3.7,1.5,0.98,3.8,98.2,Elite Safe (Top 15%),1359.54,1007.94,351.6,25.9,0,0.0
DRV-1313,Low-Mileage Weekend Driver,45,32823.0,5909.0,1.47,0.88,2.1,1.0,0.61,6.4,97.2,Elite Safe (Top 15%),1432.31,961.8,470.51,32.8,0,0.0
DRV-1314,Distracted Urbanite,23,20994.0,13618.0,3.83,3.09,10.3,14.9,3.24,12.6,51.3,Elevated Risk (Substandard),1446.16,1599.6,-153.44,-10.6,0,0.0
DRV-1315,Safe Commuter,46,22152.0,10801.0,1.04,0.78,1.4,1.6,0.91,2.0,98.5,Elite Safe (Top 15%),1109.27,780.79,328.48,29.6,0,0.0
DRV-1316,Safe Commuter,56,31696.0,13775.0,0.6,1.06,2.3,0.7,0.29,4.0,99.9,Elite Safe (Top 15%),1400.15,1039.93,360.22,25.7,0,0.0
DRV-1317,Night Shift Worker,54,22782.0,14999.0,2.24,1.96,4.6,2.9,1.07,63.3,80.0,Low Risk (Preferred),1129.68,1038.58,91.1,8.1,0,0.0
DRV-1318,Night Shift Worker,52,21920.0,11906.0,1.81,1.43,4.1,2.9,2.01,64.2,81.3,Low Risk (Preferred),1101.71,930.28,171.43,15.6,0,0.0
DRV-1319,Safe Commuter,54,39713.0,11203.0,0.37,0.99,1.0,1.6,0.62,5.7,98.3,Elite Safe (Top 15%),1621.16,1154.18,466.98,28.8,0,0.0
DRV-1320,Aggressive Speedster,32,38289.0,16706.0,6.59,6.45,24.2,8.0,4.47,20.9,30.4,High Risk (Non-Standard),1583.14,2164.76,-581.62,-36.7,0,0.0
DRV-1321,Distracted Urbanite,38,22962.0,14460.0,5.52,2.53,17.3,11.0,3.67,13.0,41.4,High Risk (Non-Standard),1135.47,1370.13,-234.66,-20.7,0,0.0
DRV-1322,Safe Commuter,49,42038.0,13851.0,0.36,0.6,3.3,0.8,0.39,4.3,99.7,Elite Safe (Top 15%),1682.24,1254.08,428.16,25.5,0,0.0
DRV-1323,Aggressive Speedster,26,42777.0,16528.0,8.42,6.61,22.4,6.4,3.9,24.3,34.4,High Risk (Non-Standard),1701.4,2260.08,-558.68,-32.8,0,0.0
DRV-1324,Aggressive Speedster,29,24688.0,16437.0,6.53,4.72,37.4,9.7,4.78,15.9,28.6,High Risk (Non-Standard),1190.24,1634.38,-444.14,-37.3,0,0.0
DRV-1325,Night Shift Worker,54,37010.0,14583.0,1.78,1.54,4.5,2.8,1.0,45.7,83.1,Low Risk (Preferred),1548.56,1372.68,175.88,11.4,0,0.0
DRV-1326,Low-Mileage Weekend Driver,55,36326.0,5957.0,0.86,0.8,2.6,2.0,1.22,3.6,97.4,Elite Safe (Top 15%),1529.9,1026.56,503.34,32.9,0,0.0
DRV-1327,Aggressive Speedster,25,38164.0,15725.0,7.8,4.67,29.8,8.5,3.93,25.8,29.1,High Risk (Non-Standard),1579.78,2124.56,-544.78,-34.5,1,10138.08
DRV-1328,Low-Mileage Weekend Driver,64,33250.0,3971.0,1.5,1.24,2.2,2.4,1.34,5.9,93.2,Elite Safe (Top 15%),1444.39,984.68,459.71,31.8,0,0.0
DRV-1329,Safe Commuter,39,47385.0,12652.0,0.44,0.75,3.1,1.6,0.6,3.9,98.8,Elite Safe (Top 15%),1818.39,1331.91,486.48,26.8,0,0.0
DRV-1330,Distracted Urbanite,29,33369.0,11989.0,4.63,3.18,16.0,8.1,4.01,16.9,47.7,Elevated Risk (Substandard),1447.75,1571.45,-123.7,-8.5,0,0.0
DRV-1331,Low-Mileage Weekend Driver,52,38171.0,5992.0,2.11,1.36,2.8,1.9,0.79,5.1,92.8,Elite Safe (Top 15%),1579.96,1092.24,487.72,30.9,0,0.0
DRV-1332,Night Shift Worker,35,38015.0,13519.0,2.31,1.39,4.6,2.2,1.58,52.1,81.1,Low Risk (Preferred),1575.76,1386.11,189.65,12.0,0,0.0
DRV-1333,Distracted Urbanite,38,23997.0,11430.0,6.3,4.36,13.2,7.2,2.86,14.7,46.6,Elevated Risk (Substandard),1168.48,1258.14,-89.66,-7.7,0,0.0
DRV-1334,Safe Commuter,46,31578.0,12417.0,0.46,0.46,3.7,0.5,0.63,3.8,99.5,Elite Safe (Top 15%),1396.76,1010.58,386.18,27.6,0,0.0
DRV-1335,Night Shift Worker,38,45795.0,14712.0,2.1,1.29,7.9,3.1,1.35,54.9,78.6,Low Risk (Preferred),1778.49,1643.64,134.85,7.6,0,0.0
DRV-1336,Aggressive Speedster,29,42900.0,16501.0,6.71,4.05,27.8,7.7,5.91,29.8,29.7,High Risk (Non-Standard),1704.58,2328.9,-624.32,-36.6,0,0.0
DRV-1337,Distracted Urbanite,32,38480.0,13776.0,5.3,3.89,15.8,14.7,3.24,9.8,40.9,High Risk (Non-Standard),1588.27,1888.95,-300.68,-18.9,0,0.0
DRV-1338,Safe Commuter,60,31990.0,9597.0,0.34,0.65,1.9,0.5,0.88,2.0,99.8,Elite Safe (Top 15%),1408.57,957.72,450.85,32.0,0,0.0
DRV-1339,Safe Commuter,48,20186.0,11984.0,1.15,0.96,4.0,0.7,0.83,4.8,98.3,Elite Safe (Top 15%),1044.25,757.05,287.2,27.5,0,0.0
DRV-1340,Low-Mileage Weekend Driver,43,37900.0,5322.0,1.9,0.79,4.2,1.5,0.85,8.3,92.9,Elite Safe (Top 15%),1572.66,1076.39,496.27,31.6,0,0.0
DRV-1341,Safe Commuter,61,37268.0,11374.0,0.92,1.08,3.3,0.4,0.48,3.2,99.6,Elite Safe (Top 15%),1555.57,1097.83,457.74,29.4,0,0.0
DRV-1342,Safe Commuter,30,45340.0,12413.0,0.65,1.22,4.3,0.8,0.63,3.4,98.6,Elite Safe (Top 15%),1766.99,1289.82,477.17,27.0,0,0.0
DRV-1343,Low-Mileage Weekend Driver,64,46688.0,5059.0,0.86,1.68,2.8,1.7,1.45,4.0,96.1,Elite Safe (Top 15%),1800.96,1206.28,594.68,33.0,0,0.0
DRV-1344,Safe Commuter,32,44359.0,10054.0,0.99,0.59,3.4,1.5,0.36,6.1,98.0,Elite Safe (Top 15%),1742.04,1210.33,531.71,30.5,0,0.0
DRV-1345,Low-Mileage Weekend Driver,36,34743.0,6114.0,1.02,1.15,3.3,0.9,0.55,7.8,98.0,Elite Safe (Top 15%),1486.22,994.96,491.26,33.1,0,0.0
DRV-1346,Safe Commuter,44,39609.0,11038.0,0.8,0.76,2.1,0.8,0.29,2.0,100.0,Elite Safe (Top 15%),1618.4,1128.82,489.58,30.3,0,0.0
DRV-1347,Distracted Urbanite,22,40958.0,13504.0,3.74,4.63,9.1,13.3,3.25,8.9,50.8,Elevated Risk (Substandard),2232.93,2470.99,-238.06,-10.7,0,0.0
DRV-1348,Low-Mileage Weekend Driver,33,22322.0,5159.0,1.55,0.76,3.6,2.2,1.05,8.8,92.9,Elite Safe (Top 15%),1114.8,761.41,353.39,31.7,0,0.0
DRV-1349,Aggressive Speedster,31,35182.0,20937.0,7.09,7.35,22.3,9.2,4.18,15.7,32.2,High Risk (Non-Standard),1498.4,2236.97,-738.57,-49.3,0,0.0
DRV-1350,Low-Mileage Weekend Driver,37,22829.0,4566.0,1.85,1.68,3.4,1.5,1.15,6.1,92.6,Elite Safe (Top 15%),1131.19,767.39,363.8,32.2,0,0.0
DRV-1351,Distracted Urbanite,27,37340.0,10573.0,5.71,3.8,8.5,13.0,4.98,13.5,40.0,High Risk (Non-Standard),1557.52,1707.09,-149.57,-9.6,1,5477.89
DRV-1352,Safe Commuter,40,45004.0,12628.0,0.84,0.7,1.4,1.2,0.28,5.1,99.2,Elite Safe (Top 15%),1758.46,1282.19,476.27,27.1,0,0.0
DRV-1353,Low-Mileage Weekend Driver,51,41570.0,5927.0,1.01,1.28,5.2,2.4,0.67,4.9,94.9,Elite Safe (Top 15%),1670.04,1138.28,531.76,31.8,0,0.0
DRV-1354,Night Shift Worker,41,34550.0,15201.0,1.41,1.88,8.4,2.4,1.43,44.2,80.9,Low Risk (Preferred),1480.85,1357.22,123.63,8.3,0,0.0
DRV-1355,Night Shift Worker,41,18559.0,15294.0,1.42,1.65,5.3,3.3,1.09,37.3,82.6,Low Risk (Preferred),988.74,894.77,93.97,9.5,0,0.0
DRV-1356,Safe Commuter,53,22459.0,12846.0,0.53,0.43,1.9,1.6,0.63,5.3,98.4,Elite Safe (Top 15%),1119.24,826.68,292.56,26.1,0,0.0
DRV-1357,Aggressive Speedster,28,43439.0,19866.0,5.66,5.63,33.7,6.4,5.16,26.3,31.5,High Risk (Non-Standard),1718.47,2515.35,-796.88,-46.4,0,0.0
DRV-1358,Night Shift Worker,34,39960.0,14786.0,1.42,1.19,6.8,2.6,2.05,39.4,81.9,Low Risk (Preferred),1627.71,1464.88,162.83,10.0,0,0.0
DRV-1359,Safe Commuter,59,45537.0,10159.0,0.59,0.61,3.3,1.0,0.83,3.9,99.7,Elite Safe (Top 15%),1771.97,1214.17,557.8,31.5,0,0.0
DRV-1360,Safe Commuter,48,29300.0,9516.0,1.37,0.97,2.0,1.4,0.66,4.9,97.4,Elite Safe (Top 15%),1330.41,924.55,405.86,30.5,0,0.0
DRV-1361,Night Shift Worker,28,32463.0,13583.0,1.8,2.09,6.6,2.2,2.04,49.6,79.5,Low Risk (Preferred),1422.08,1269.95,152.13,10.7,0,0.0
DRV-1362,Low-Mileage Weekend Driver,40,42509.0,5040.0,1.12,1.22,3.1,1.1,0.66,6.6,97.8,Elite Safe (Top 15%),1694.47,1123.59,570.88,33.7,0,0.0
DRV-1363,Low-Mileage Weekend Driver,53,19294.0,6021.0,1.47,1.17,2.8,1.1,1.33,3.1,96.6,Elite Safe (Top 15%),1014.02,684.43,329.59,32.5,0,0.0
DRV-1364,Safe Commuter,60,34908.0,9196.0,0.93,0.45,1.9,0.5,0.97,5.0,99.3,Elite Safe (Top 15%),1490.81,1015.38,475.43,31.9,1,6139.67
DRV-1365,Night Shift Worker,42,22281.0,15736.0,1.55,1.73,6.4,2.5,1.26,47.3,82.3,Low Risk (Preferred),1113.47,1020.47,93.0,8.4,0,0.0
DRV-1366,Distracted Urbanite,37,21257.0,11323.0,5.89,3.29,12.5,11.7,3.07,11.9,42.2,High Risk (Non-Standard),1079.93,1192.42,-112.49,-10.4,0,0.0
DRV-1367,Aggressive Speedster,27,33943.0,19475.0,7.81,6.12,26.1,9.4,5.42,29.9,24.7,High Risk (Non-Standard),1463.89,2213.14,-749.25,-51.2,0,0.0
DRV-1368,Safe Commuter,36,44245.0,13510.0,0.89,0.4,4.3,1.3,0.55,4.1,98.5,Elite Safe (Top 15%),1739.13,1302.46,436.67,25.1,0,0.0
DRV-1369,Low-Mileage Weekend Driver,62,22016.0,6263.0,1.33,1.31,5.0,2.1,1.2,3.6,93.8,Elite Safe (Top 15%),1104.84,761.72,343.12,31.1,0,0.0
DRV-1370,Safe Commuter,33,21535.0,10416.0,1.26,0.77,1.7,1.3,0.83,4.9,98.0,Elite Safe (Top 15%),1089.09,763.28,325.81,29.9,1,5264.16
DRV-1371,Night Shift Worker,44,36356.0,13044.0,1.37,1.51,6.9,2.0,1.64,51.9,83.2,Low Risk (Preferred),1530.72,1307.5,223.22,14.6,0,0.0
DRV-1372,Low-Mileage Weekend Driver,45,28331.0,4946.0,1.9,1.18,3.5,1.7,0.75,4.8,94.1,Elite Safe (Top 15%),1301.64,880.52,421.12,32.4,0,0.0
DRV-1373,Distracted Urbanite,24,34517.0,13739.0,4.97,4.11,9.6,8.7,3.5,11.4,51.1,Elevated Risk (Substandard),1997.91,2219.79,-221.88,-11.1,0,0.0
DRV-1374,Distracted Urbanite,26,25893.0,11946.0,5.6,4.35,16.2,10.8,4.0,8.9,39.5,High Risk (Non-Standard),1227.69,1402.63,-174.94,-14.2,0,0.0
DRV-1375,Night Shift Worker,48,23258.0,15653.0,1.84,1.79,5.4,3.4,1.07,58.2,80.4,Low Risk (Preferred),1144.97,1064.86,80.11,7.0,0,0.0
DRV-1376,Safe Commuter,61,25178.0,10430.0,0.34,0.94,2.8,0.6,0.34,2.2,100.0,Elite Safe (Top 15%),1205.55,828.95,376.6,31.2,1,1519.53
DRV-1377,Aggressive Speedster,31,34488.0,17195.0,7.18,5.42,26.6,4.1,5.7,30.6,34.4,High Risk (Non-Standard),1479.12,1997.02,-517.9,-35.0,0,0.0
DRV-1378,Night Shift Worker,46,23251.0,12737.0,2.5,1.27,8.8,2.4,1.48,35.1,77.4,Low Risk (Preferred),1144.74,1019.15,125.59,11.0,0,0.0
DRV-1379,Night Shift Worker,42,31283.0,12700.0,1.39,1.62,5.3,2.6,1.95,42.5,82.4,Low Risk (Preferred),1388.26,1184.16,204.1,14.7,0,0.0
DRV-1380,Low-Mileage Weekend Driver,47,20027.0,6151.0,2.15,1.15,3.8,1.8,0.53,3.7,93.1,Elite Safe (Top 15%),1038.89,718.42,320.47,30.8,0,0.0
DRV-1381,Aggressive Speedster,29,26619.0,19609.0,7.7,5.44,30.1,7.2,5.69,19.5,30.8,High Risk (Non-Standard),1249.96,1826.76,-576.8,-46.1,0,0.0
DRV-1382,Distracted Urbanite,31,38493.0,10380.0,6.57,3.6,11.5,14.2,3.17,17.5,39.0,High Risk (Non-Standard),1588.61,1742.26,-153.65,-9.7,0,0.0
DRV-1383,Low-Mileage Weekend Driver,44,41368.0,4322.0,1.14,0.92,2.9,2.2,1.34,5.1,95.8,Elite Safe (Top 15%),1664.76,1113.33,551.43,33.1,0,0.0
DRV-1384,Safe Commuter,59,47561.0,12069.0,1.14,0.89,1.1,1.0,0.7,4.5,99.2,Elite Safe (Top 15%),1822.78,1312.33,510.45,28.0,0,0.0
DRV-1385,Aggressive Speedster,26,30695.0,15463.0,7.56,5.79,31.2,8.5,4.15,23.9,28.4,High Risk (Non-Standard),1371.24,1839.57,-468.33,-34.2,0,0.0
DRV-1386,Safe Commuter,50,18355.0,10969.0,1.05,0.56,4.4,1.3,0.57,5.4,97.7,Elite Safe (Top 15%),981.66,699.1,282.56,28.8,0,0.0
DRV-1387,Night Shift Worker,44,23517.0,12808.0,2.58,1.22,5.3,2.0,2.15,45.3,79.2,Low Risk (Preferred),1153.24,1013.3,139.94,12.1,0,0.0
DRV-1388,Low-Mileage Weekend Driver,55,39624.0,4778.0,1.36,1.14,4.3,2.5,1.19,7.9,92.4,Elite Safe (Top 15%),1618.8,1102.78,516.02,31.9,0,0.0
DRV-1389,Night Shift Worker,48,44798.0,11980.0,2.48,1.89,6.4,1.5,1.51,39.0,79.6,Low Risk (Preferred),1753.23,1504.36,248.87,14.2,0,0.0
DRV-1390,Low-Mileage Weekend Driver,52,42415.0,6249.0,1.22,1.27,4.3,1.5,1.19,3.4,96.0,Elite Safe (Top 15%),1692.03,1149.34,542.69,32.1,0,0.0
DRV-1391,Night Shift Worker,52,28533.0,14723.0,1.62,1.43,6.8,3.1,1.41,47.4,80.9,Low Risk (Preferred),1307.66,1185.35,122.31,9.4,0,0.0
DRV-1392,Night Shift Worker,35,36410.0,15897.0,1.66,1.39,6.6,3.0,1.54,37.4,80.9,Low Risk (Preferred),1532.19,1426.69,105.5,6.9,0,0.0
DRV-1393,Aggressive Speedster,32,22860.0,15341.0,7.73,5.18,36.5,7.4,6.09,16.2,31.7,High Risk (Non-Standard),1132.19,1484.42,-352.23,-31.1,0,0.0
DRV-1394,Safe Commuter,46,33628.0,12552.0,0.97,0.76,4.1,1.4,0.95,5.7,97.5,Elite Safe (Top 15%),1455.04,1077.1,377.94,26.0,0,0.0
DRV-1395,Safe Commuter,29,20867.0,9625.0,0.56,0.63,3.6,1.4,0.37,4.0,98.8,Elite Safe (Top 15%),1067.01,732.57,334.44,31.3,0,0.0
DRV-1396,Low-Mileage Weekend Driver,35,44564.0,3592.0,1.36,1.52,2.3,1.2,0.66,6.9,96.1,Elite Safe (Top 15%),1747.27,1183.25,564.02,32.3,0,0.0
DRV-1397,Safe Commuter,46,43927.0,11216.0,0.44,0.87,1.6,0.3,0.49,6.6,99.0,Elite Safe (Top 15%),1730.99,1224.35,506.64,29.3,0,0.0
DRV-1398,Aggressive Speedster,23,44319.0,18388.0,5.04,7.32,34.4,7.5,5.03,27.7,32.0,High Risk (Non-Standard),2350.38,3314.1,-963.72,-41.0,0,0.0
DRV-1399,Night Shift Worker,43,18317.0,15545.0,1.97,1.27,4.4,2.1,1.49,39.7,83.2,Low Risk (Preferred),980.34,887.52,92.82,9.5,0,0.0
DRV-1400,Distracted Urbanite,25,30913.0,11719.0,5.05,2.52,17.2,14.6,3.69,8.1,43.4,High Risk (Non-Standard),1377.56,1526.14,-148.58,-10.8,0,0.0
DRV-1401,Safe Commuter,28,42853.0,11741.0,0.51,1.19,2.5,0.6,0.77,5.2,99.2,Elite Safe (Top 15%),1703.37,1217.17,486.2,28.5,0,0.0
DRV-1402,Safe Commuter,43,26065.0,11583.0,1.18,0.95,3.4,0.6,0.72,4.7,98.7,Elite Safe (Top 15%),1232.98,882.17,350.81,28.5,0,0.0
DRV-1403,Safe Commuter,36,19489.0,10448.0,1.0,0.96,2.0,1.2,0.35,2.1,99.6,Elite Safe (Top 15%),1020.67,704.87,315.8,30.9,0,0.0
DRV-1404,Safe Commuter,34,30607.0,10411.0,0.44,0.79,1.0,0.3,0.21,3.1,100.0,Elite Safe (Top 15%),1368.69,940.71,427.98,31.3,0,0.0
DRV-1405,Low-Mileage Weekend Driver,55,20142.0,5123.0,1.91,1.0,5.4,2.4,0.56,7.7,90.7,Elite Safe (Top 15%),1042.77,720.66,322.11,30.9,0,0.0
DRV-1406,Safe Commuter,44,40129.0,13086.0,1.21,0.51,3.7,0.6,0.82,4.2,98.5,Elite Safe (Top 15%),1632.18,1210.86,421.32,25.8,1,3394.48
DRV-1407,Distracted Urbanite,37,40342.0,13330.0,4.19,3.39,17.6,14.5,2.9,15.3,43.5,High Risk (Non-Standard),1637.81,1893.45,-255.64,-15.6,0,0.0
DRV-1408,Safe Commuter,58,27735.0,12193.0,0.52,1.2,4.0,0.5,0.29,5.2,98.4,Elite Safe (Top 15%),1283.77,934.25,349.52,27.2,0,0.0
DRV-1409,Safe Commuter,35,41124.0,10979.0,0.57,1.27,3.0,1.3,0.75,2.8,98.9,Elite Safe (Top 15%),1658.37,1167.64,490.73,29.6,0,0.0
DRV-1410,Low-Mileage Weekend Driver,53,21775.0,6758.0,2.2,1.35,2.2,1.9,1.2,7.7,90.7,Elite Safe (Top 15%),1096.97,777.33,319.64,29.1,0,0.0
DRV-1411,Aggressive Speedster,31,25521.0,19157.0,5.89,7.12,38.9,4.1,4.82,27.3,35.1,High Risk (Non-Standard),1216.2,1712.36,-496.16,-40.8,1,5950.49
DRV-1412,Night Shift Worker,55,34636.0,11949.0,1.5,1.42,7.7,2.1,2.0,62.4,81.5,Low Risk (Preferred),1483.25,1251.67,231.58,15.6,1,1507.48
DRV-1413,Safe Commuter,44,28922.0,11708.0,0.8,1.1,2.8,1.4,0.91,5.1,98.4,Elite Safe (Top 15%),1319.22,949.39,369.83,28.0,0,0.0
DRV-1414,Safe Commuter,32,27678.0,12291.0,0.89,0.75,2.8,1.0,0.64,5.1,99.6,Elite Safe (Top 15%),1282.06,924.02,358.04,27.9,0,0.0
DRV-1415,Safe Commuter,61,18955.0,12294.0,0.35,1.24,1.6,0.3,0.29,3.0,99.5,Elite Safe (Top 15%),1002.4,723.23,279.17,27.9,0,0.0
DRV-1416,Low-Mileage Weekend Driver,63,24262.0,5340.0,1.78,0.91,3.5,1.8,0.57,8.6,93.3,Elite Safe (Top 15%),1176.85,803.84,373.01,31.7,0,0.0
DRV-1417,Aggressive Speedster,20,19749.0,17744.0,7.06,5.26,39.1,9.3,6.02,28.5,24.9,High Risk (Non-Standard),1698.67,2462.05,-763.38,-44.9,0,0.0
DRV-1418,Low-Mileage Weekend Driver,36,23794.0,6421.0,0.91,0.86,4.1,1.0,0.73,5.3,98.7,Elite Safe (Top 15%),1162.05,776.65,385.4,33.2,0,0.0
DRV-1419,Night Shift Worker,35,30812.0,13792.0,2.09,1.9,7.8,2.7,1.81,56.1,77.3,Low Risk (Preferred),1374.64,1256.63,118.01,8.6,0,0.0
DRV-1420,Distracted Urbanite,38,47744.0,12008.0,4.61,2.86,18.0,10.5,3.38,11.2,46.0,Elevated Risk (Substandard),1827.33,2006.61,-179.28,-9.8,0,0.0
DRV-1421,Low-Mileage Weekend Driver,59,28800.0,6392.0,1.25,0.89,4.2,1.4,1.05,7.5,95.6,Elite Safe (Top 15%),1315.6,897.73,417.87,31.8,0,0.0
DRV-1422,Aggressive Speedster,19,24657.0,19811.0,8.43,6.09,33.9,10.0,4.61,20.1,26.2,High Risk (Non-Standard),1962.3,2963.06,-1000.76,-51.0,0,0.0
DRV-1423,Safe Commuter,45,25950.0,13596.0,0.86,0.91,3.0,0.4,0.57,2.8,100.0,Elite Safe (Top 15%),1229.45,908.64,320.81,26.1,0,0.0
DRV-1424,Safe Commuter,44,23187.0,13055.0,0.4,0.76,4.2,1.4,0.78,6.0,97.6,Elite Safe (Top 15%),1142.69,854.73,287.96,25.2,0,0.0
DRV-1425,Night Shift Worker,30,28438.0,13976.0,1.68,1.88,6.9,1.7,1.07,58.1,82.9,Low Risk (Preferred),1304.83,1142.4,162.43,12.4,0,0.0
DRV-1426,Low-Mileage Weekend Driver,39,27144.0,6544.0,1.12,1.38,4.4,0.8,1.28,5.3,96.3,Elite Safe (Top 15%),1265.93,861.11,404.82,32.0,0,0.0
DRV-1427,Low-Mileage Weekend Driver,41,35258.0,4644.0,1.78,0.78,4.7,2.5,1.47,7.5,90.3,Elite Safe (Top 15%),1500.51,1031.64,468.87,31.2,0,0.0
DRV-1428,Low-Mileage Weekend Driver,57,31035.0,4018.0,1.27,1.17,5.0,1.7,0.76,5.4,95.3,Elite Safe (Top 15%),1381.1,931.06,450.04,32.6,0,0.0
DRV-1429,Distracted Urbanite,36,20149.0,12796.0,5.11,4.0,10.0,11.9,4.34,10.5,43.4,High Risk (Non-Standard),1043.0,1189.64,-146.64,-14.1,0,0.0
DRV-1430,Safe Commuter,33,23078.0,9563.0,0.75,0.73,1.7,0.8,0.72,5.8,99.3,Elite Safe (Top 15%),1139.2,778.08,361.12,31.7,0,0.0
DRV-1431,Distracted Urbanite,35,20574.0,13116.0,4.95,4.63,10.3,12.5,2.89,15.3,43.3,High Risk (Non-Standard),1057.25,1216.97,-159.72,-15.1,0,0.0
DRV-1432,Safe Commuter,37,24270.0,13344.0,1.2,0.41,3.4,0.4,0.56,2.1,98.9,Elite Safe (Top 15%),1177.11,874.8,302.31,25.7,0,0.0
DRV-1433,Safe Commuter,61,45181.0,12752.0,0.9,0.96,4.5,1.3,0.73,3.9,98.4,Elite Safe (Top 15%),1762.96,1299.38,463.58,26.3,0,0.0
DRV-1434,Safe Commuter,31,26139.0,10420.0,1.17,0.96,1.2,1.2,0.21,3.9,99.0,Elite Safe (Top 15%),1235.26,857.49,377.77,30.6,0,0.0
DRV-1435,Night Shift Worker,30,27464.0,11095.0,2.59,1.78,5.2,2.3,2.17,38.0,77.5,Low Risk (Preferred),1275.61,1088.91,186.7,14.6,0,0.0
DRV-1436,Low-Mileage Weekend Driver,43,32698.0,4196.0,2.15,1.27,4.8,0.9,1.42,4.8,92.1,Elite Safe (Top 15%),1428.76,975.57,453.19,31.7,0,0.0
DRV-1437,Safe Commuter,50,29615.0,10777.0,0.63,1.3,4.4,0.6,0.25,3.3,98.4,Elite Safe (Top 15%),1339.69,943.36,396.33,29.6,0,0.0
DRV-1438,Aggressive Speedster,27,38340.0,21593.0,5.4,5.2,31.0,4.8,5.77,23.9,35.9,High Risk (Non-Standard),1584.51,2344.21,-759.7,-47.9,0,0.0
DRV-1439,Night Shift Worker,50,22157.0,12202.0,1.44,2.16,8.5,2.2,1.65,41.2,80.1,Low Risk (Preferred),1109.44,953.23,156.21,14.1,0,0.0
DRV-1440,Distracted Urbanite,25,45991.0,11545.0,5.83,3.7,9.4,15.0,4.94,9.5,40.6,High Risk (Non-Standard),1783.44,2001.38,-217.94,-12.2,0,0.0
